folder,clip_filename,game_id,game_clock,distance_ft,result,shot_type,video_time,note,release_frame,seed_frame,seed_x1,seed_y1,seed_x2,seed_y2,extra_seeds,pose_issue
catch_and_shoot,OKC_WSH_1030_4_0724_catch_and_shoot_1337.mp4,WSH_1030_4,7:24,23,命中,Catch-and-shoot,13:37,Caruso助攻，三分,63,53,394,671,532,916,"[[53, 394, 671, 532, 916], [53, 394, 671, 532, 916], [56, 424, 658, 560, 922], [56, 424, 658, 560, 922], [56, 424, 658, 560, 922], [60, 462, 577, 586, 912], [60, 462, 577, 586, 912], [60, 462, 577, 586, 912], [60, 462, 577, 586, 912], [61, 474, 554, 592, 899], [61, 474, 554, 592, 899], [61, 474, 554, 592, 899], [61, 474, 554, 592, 899], [61, 474, 554, 592, 899], [62, 484, 515, 631, 897], [62, 484, 515, 631, 897], [62, 484, 515, 631, 897], [62, 484, 515, 631, 897], [63, 490, 529, 636, 895], [63, 490, 529, 636, 895], [63, 490, 529, 636, 895], [63, 490, 529, 636, 895], [63, 490, 529, 636, 895], [64, 495, 539, 642, 891], [64, 495, 539, 642, 891], [64, 495, 539, 642, 891], [64, 495, 539, 642, 891], [64, 495, 539, 642, 891], [65, 500, 545, 626, 892], [65, 500, 545, 626, 892], [65, 500, 545, 626, 892], [65, 500, 545, 626, 892], [66, 507, 544, 610, 894], [66, 507, 544, 610, 894], [66, 507, 544, 610, 894], [66, 507, 544, 610, 894], [67, 515, 543, 613, 896], [67, 515, 543, 613, 896], [67, 515, 543, 613, 896], [68, 517, 551, 610, 899], [68, 517, 551, 610, 899], [68, 517, 551, 610, 899], [68, 517, 551, 610, 899], [68, 517, 551, 610, 899], [69, 520, 565, 615, 916], [69, 520, 565, 615, 916], [69, 520, 565, 615, 916], [70, 522, 579, 614, 923], [70, 522, 579, 614, 923], [70, 522, 579, 614, 923], [70, 522, 579, 614, 923], [71, 519, 587, 614, 929], [71, 519, 587, 614, 929], [71, 519, 587, 614, 929], [71, 519, 587, 614, 929], [72, 524, 594, 617, 926], [72, 524, 594, 617, 926], [72, 524, 594, 617, 926], [73, 525, 610, 621, 927], [73, 525, 610, 621, 927], [73, 525, 610, 621, 927], [73, 525, 610, 621, 927], [77, 523, 636, 627, 926], [77, 523, 636, 627, 926], [77, 523, 636, 627, 926], [77, 523, 636, 627, 926], [77, 523, 636, 627, 926], [78, 523, 626, 631, 925], [78, 523, 626, 631, 925], [80, 525, 635, 641, 929], [80, 525, 635, 641, 929], [81, 519, 638, 639, 930], [81, 519, 638, 639, 930], [81, 519, 638, 639, 930], [82, 523, 640, 633, 932], [82, 523, 640, 633, 932], [82, 523, 640, 633, 932], [83, 527, 636, 622, 932], [83, 527, 636, 622, 932], [83, 527, 636, 622, 932], [84, 528, 641, 616, 933], [84, 528, 641, 616, 933], [84, 528, 641, 616, 933], [85, 525, 643, 615, 934], [85, 525, 643, 615, 934], [85, 525, 643, 615, 934], [85, 525, 643, 615, 934], [87, 521, 648, 617, 933], [87, 521, 648, 617, 933], [87, 521, 648, 617, 933], [89, 517, 646, 626, 943], [89, 517, 646, 626, 943], [89, 517, 646, 626, 943], [89, 517, 646, 626, 943], [92, 521, 653, 633, 935], [92, 521, 653, 633, 935], [92, 521, 653, 633, 935], [92, 521, 653, 633, 935], [93, 521, 629, 639, 937], [93, 521, 629, 639, 937], [93, 521, 629, 639, 937], [93, 521, 629, 639, 937], [96, 521, 654, 662, 940], [96, 521, 654, 662, 940], [96, 521, 654, 662, 940], [96, 521, 654, 662, 940], [96, 521, 654, 662, 940], [99, 525, 677, 679, 951], [99, 525, 677, 679, 951], [99, 525, 677, 679, 951]]",
pull_up,OKC_MEM_1109_1_0934_pull_up_0336.mp4,MEM_1109_1,9:34,17,命中,Pull-up,03:36,SGA助攻,75,70,1235,357,1347,673,"[[70, 1235, 357, 1347, 673], [71, 1234, 349, 1345, 669], [71, 1234, 349, 1345, 669], [71, 1234, 349, 1345, 669], [73, 1238, 357, 1350, 664], [73, 1238, 357, 1350, 664], [79, 1250, 438, 1371, 726], [79, 1250, 438, 1371, 726], [81, 1252, 450, 1381, 770], [81, 1252, 450, 1381, 770], [83, 1263, 500, 1389, 791], [83, 1263, 500, 1389, 791], [85, 1273, 543, 1400, 798], [85, 1273, 543, 1400, 798], [85, 1273, 543, 1400, 798], [88, 1287, 545, 1416, 808], [88, 1287, 545, 1416, 808], [88, 1287, 545, 1416, 808], [92, 1292, 564, 1440, 818], [92, 1292, 564, 1440, 818], [92, 1292, 564, 1440, 818], [97, 1293, 577, 1498, 835], [97, 1293, 577, 1498, 835], [99, 1314, 567, 1514, 836], [99, 1314, 567, 1514, 836], [99, 1314, 567, 1514, 836], [99, 1314, 567, 1514, 836], [99, 1314, 567, 1514, 836]]",
pull_up,OKC_MEM_1109_2_1147_pull_up_0010.mp4,MEM_1109_2,11:47,25,命中,Pull-up,00:10,无助攻，三分,49,39,1396,514,1484,696,"[[39, 1396, 514, 1484, 696], [39, 1396, 514, 1484, 696], [40, 1396, 510, 1488, 695], [40, 1396, 510, 1488, 695], [40, 1396, 510, 1488, 695], [40, 1396, 510, 1488, 695], [47, 1400, 393, 1485, 663], [47, 1400, 393, 1485, 663], [47, 1400, 393, 1485, 663], [47, 1400, 393, 1485, 663], [49, 1397, 389, 1479, 651], [49, 1397, 389, 1479, 651], [49, 1397, 389, 1479, 651], [49, 1397, 389, 1479, 651], [49, 1397, 389, 1479, 651], [53, 1390, 408, 1480, 646], [53, 1390, 408, 1480, 646], [53, 1390, 408, 1480, 646], [53, 1390, 408, 1480, 646], [54, 1389, 414, 1479, 650], [54, 1389, 414, 1479, 650], [54, 1389, 414, 1479, 650], [54, 1389, 414, 1479, 650], [56, 1379, 415, 1478, 664], [56, 1379, 415, 1478, 664], [56, 1379, 415, 1478, 664], [56, 1379, 415, 1478, 664], [56, 1379, 415, 1478, 664], [57, 1376, 420, 1480, 676], [57, 1376, 420, 1480, 676], [57, 1376, 420, 1480, 676], [57, 1376, 420, 1480, 676], [57, 1376, 420, 1480, 676], [58, 1378, 423, 1482, 680], [58, 1378, 423, 1482, 680], [58, 1378, 423, 1482, 680], [58, 1378, 423, 1482, 680], [59, 1378, 438, 1485, 683], [59, 1378, 438, 1485, 683], [59, 1378, 438, 1485, 683], [59, 1378, 438, 1485, 683], [60, 1381, 453, 1489, 684], [60, 1381, 453, 1489, 684], [60, 1381, 453, 1489, 684], [61, 1382, 459, 1496, 685], [61, 1382, 459, 1496, 685], [61, 1382, 459, 1496, 685], [61, 1382, 459, 1496, 685], [61, 1382, 459, 1496, 685], [61, 1382, 459, 1496, 685], [62, 1383, 467, 1504, 687], [62, 1383, 467, 1504, 687], [62, 1383, 467, 1504, 687], [62, 1383, 467, 1504, 687], [62, 1383, 467, 1504, 687], [62, 1383, 467, 1504, 687], [63, 1383, 466, 1510, 687], [63, 1383, 466, 1510, 687], [63, 1383, 466, 1510, 687], [63, 1383, 466, 1510, 687], [63, 1383, 466, 1510, 687], [64, 1388, 463, 1518, 684], [64, 1388, 463, 1518, 684], [64, 1388, 463, 1518, 684], [64, 1388, 463, 1518, 684], [65, 1399, 465, 1525, 686], [65, 1399, 465, 1525, 686], [65, 1399, 465, 1525, 686], [65, 1399, 465, 1525, 686], [65, 1399, 465, 1525, 686], [66, 1422, 465, 1539, 689], [66, 1422, 465, 1539, 689], [66, 1422, 465, 1539, 689], [66, 1422, 465, 1539, 689], [66, 1422, 465, 1539, 689], [67, 1452, 467, 1555, 685], [67, 1452, 467, 1555, 685], [67, 1452, 467, 1555, 685], [67, 1452, 467, 1555, 685], [67, 1452, 467, 1555, 685], [68, 1469, 465, 1576, 684], [68, 1469, 465, 1576, 684], [68, 1469, 465, 1576, 684], [68, 1469, 465, 1576, 684], [68, 1469, 465, 1576, 684], [69, 1470, 466, 1590, 680], [69, 1470, 466, 1590, 680], [69, 1470, 466, 1590, 680], [69, 1470, 466, 1590, 680], [70, 1469, 464, 1597, 680], [70, 1469, 464, 1597, 680], [70, 1469, 464, 1597, 680], [70, 1469, 464, 1597, 680], [70, 1469, 464, 1597, 680], [71, 1479, 461, 1600, 681], [71, 1479, 461, 1600, 681], [71, 1479, 461, 1600, 681], [71, 1479, 461, 1600, 681], [77, 1555, 455, 1668, 685], [77, 1555, 455, 1668, 685], [77, 1555, 455, 1668, 685], [77, 1555, 455, 1668, 685], [77, 1555, 455, 1668, 685], [77, 1555, 455, 1668, 685]]",
catch_and_shoot,OKC_MEM_1109_2_0740_catch_and_shoot_0644.mp4,MEM_1109_2,7:40,27,未中,Catch-and-shoot,06:44,三分,59,49,1476,374,1601,623,"[[49, 1476, 374, 1601, 623], [50, 1455, 376, 1597, 620], [50, 1455, 376, 1597, 620], [50, 1455, 376, 1597, 620], [51, 1464, 369, 1586, 619], [52, 1469, 359, 1575, 619], [53, 1466, 341, 1566, 621], [56, 1445, 277, 1544, 612], [56, 1445, 277, 1544, 612], [57, 1426, 258, 1556, 607], [57, 1426, 258, 1556, 607], [59, 1430, 302, 1519, 595], [59, 1430, 302, 1519, 595], [59, 1430, 302, 1519, 595], [59, 1432, 266, 1560, 602], [59, 1432, 266, 1560, 602], [60, 1419, 304, 1514, 602], [60, 1419, 304, 1514, 602], [61, 1418, 324, 1509, 608], [61, 1418, 324, 1509, 608], [62, 1419, 309, 1513, 617], [62, 1419, 309, 1513, 617], [62, 1419, 309, 1513, 617], [63, 1419, 315, 1503, 624], [63, 1419, 315, 1503, 624]]",yes
pull_up,OKC_MEM_1109_3_0701_pull_up_1119.mp4,MEM_1109_3,7:01,24,命中,Pull-up,11:19,无助攻，三分,56,46,362,407,462,603,"[[46, 362, 407, 462, 603], [46, 362, 407, 462, 603], [49, 364, 375, 464, 602], [49, 364, 375, 464, 602], [49, 364, 375, 464, 602], [49, 364, 375, 464, 602], [53, 386, 295, 485, 582], [53, 386, 295, 485, 582], [53, 386, 295, 485, 582], [53, 386, 295, 485, 582], [53, 386, 295, 485, 582], [58, 403, 289, 513, 571], [58, 403, 289, 513, 571], [58, 403, 289, 513, 571], [58, 403, 289, 513, 571], [62, 403, 301, 506, 594], [62, 403, 301, 506, 594], [62, 403, 301, 506, 594], [62, 403, 301, 506, 594], [62, 403, 301, 506, 594], [66, 384, 368, 489, 611], [66, 384, 368, 489, 611], [66, 384, 368, 489, 611], [66, 384, 368, 489, 611], [67, 370, 382, 491, 613], [67, 370, 382, 491, 613], [67, 370, 382, 491, 613], [67, 370, 382, 491, 613], [67, 370, 382, 491, 613], [68, 359, 402, 476, 615], [68, 359, 402, 476, 615], [68, 359, 402, 476, 615], [68, 359, 402, 476, 615], [69, 344, 413, 470, 616], [69, 344, 413, 470, 616], [69, 344, 413, 470, 616], [69, 344, 413, 470, 616], [70, 328, 413, 461, 618], [70, 328, 413, 461, 618], [70, 328, 413, 461, 618], [70, 328, 413, 461, 618]]",
catch_and_shoot,OKC_POR_1123_1_0159_catch_and_shoot_2301.mp4,POR_1123_1,1:59,25,命中,Catch-and-shoot,23:01,Caruso助攻，三分,56,50,417,455,515,736,"[[50, 417, 455, 515, 736], [50, 417, 455, 515, 736], [50, 417, 455, 515, 736], [55, 411, 313, 552, 712], [55, 411, 313, 552, 712], [55, 411, 313, 552, 712], [55, 411, 313, 552, 712], [59, 410, 389, 523, 723], [59, 410, 389, 523, 723], [59, 410, 389, 523, 723], [59, 410, 389, 523, 723], [59, 410, 389, 523, 723], [60, 408, 392, 523, 733], [60, 408, 392, 523, 733], [60, 408, 392, 523, 733], [60, 408, 392, 523, 733], [60, 408, 392, 523, 733], [61, 407, 402, 526, 753], [61, 407, 402, 526, 753], [61, 407, 402, 526, 753], [61, 407, 402, 526, 753], [64, 398, 438, 492, 804], [64, 398, 438, 492, 804], [65, 395, 458, 495, 812], [65, 395, 458, 495, 812], [65, 395, 458, 495, 812], [65, 395, 458, 495, 812], [65, 395, 458, 495, 812], [65, 395, 458, 495, 812], [67, 379, 455, 504, 827], [67, 379, 455, 504, 827], [67, 379, 455, 504, 827], [67, 379, 455, 504, 827], [68, 375, 552, 476, 831], [68, 375, 552, 476, 831], [68, 375, 552, 476, 831], [68, 375, 552, 476, 831], [69, 366, 555, 478, 838], [69, 366, 555, 478, 838], [70, 356, 492, 466, 839], [70, 356, 492, 466, 839], [71, 327, 514, 444, 840], [71, 327, 514, 444, 840], [72, 336, 532, 428, 842], [72, 336, 532, 428, 842], [72, 336, 532, 428, 842], [73, 330, 545, 414, 843], [73, 330, 545, 414, 843], [74, 313, 565, 407, 842], [74, 313, 565, 407, 842], [74, 313, 565, 407, 842], [75, 297, 553, 399, 841], [75, 297, 553, 399, 841], [75, 297, 553, 399, 841], [76, 284, 550, 392, 842], [76, 284, 550, 392, 842], [76, 284, 550, 392, 842], [77, 262, 486, 387, 843], [77, 262, 486, 387, 843], [77, 262, 486, 387, 843], [78, 253, 482, 380, 844], [78, 253, 482, 380, 844], [78, 253, 482, 380, 844], [78, 253, 482, 380, 844], [79, 233, 482, 372, 844], [79, 233, 482, 372, 844], [79, 233, 482, 372, 844]]",
pull_up,OKC_POR_1123_3_0028_pull_up_2615.mp4,POR_1123_3,0:28,27,命中,Pull-up,26:15,I.Joe助攻，三分,63,53,1326,440,1431,647,"[[53, 1326, 440, 1431, 647], [53, 1326, 440, 1431, 647], [57, 1347, 388, 1443, 654], [57, 1347, 388, 1443, 654], [57, 1347, 388, 1443, 654], [58, 1353, 374, 1448, 654], [58, 1353, 374, 1448, 654], [58, 1353, 374, 1448, 654], [58, 1353, 374, 1448, 654], [59, 1357, 353, 1449, 654], [59, 1357, 353, 1449, 654], [59, 1357, 353, 1449, 654], [59, 1357, 353, 1449, 654], [59, 1357, 353, 1449, 654], [60, 1359, 336, 1455, 642], [60, 1359, 336, 1455, 642], [60, 1359, 336, 1455, 642], [60, 1359, 336, 1455, 642], [65, 1366, 303, 1483, 628], [65, 1366, 303, 1483, 628], [65, 1366, 303, 1483, 628], [65, 1366, 303, 1483, 628], [65, 1366, 303, 1483, 628], [69, 1387, 362, 1490, 659], [69, 1387, 362, 1490, 659], [69, 1387, 362, 1490, 659], [69, 1387, 362, 1490, 659], [75, 1412, 427, 1520, 717], [75, 1412, 427, 1520, 717], [75, 1412, 427, 1520, 717], [75, 1412, 427, 1520, 717], [80, 1426, 430, 1547, 730], [80, 1426, 430, 1547, 730], [80, 1426, 430, 1547, 730], [80, 1426, 430, 1547, 730], [80, 1426, 430, 1547, 730], [86, 1436, 455, 1574, 745], [86, 1436, 455, 1574, 745], [86, 1436, 455, 1574, 745], [86, 1436, 455, 1574, 745], [86, 1436, 455, 1574, 745], [86, 1436, 455, 1574, 745], [91, 1486, 468, 1596, 753], [91, 1486, 468, 1596, 753], [91, 1486, 468, 1596, 753], [91, 1486, 468, 1596, 753], [94, 1474, 467, 1611, 754], [94, 1474, 467, 1611, 754], [94, 1474, 467, 1611, 754], [94, 1474, 467, 1611, 754], [94, 1474, 467, 1611, 754], [98, 1531, 475, 1626, 759], [98, 1531, 475, 1626, 759], [98, 1531, 475, 1626, 759], [98, 1531, 475, 1626, 759], [98, 1531, 475, 1626, 759]]",
pull_up,OKC_DAL_1027_2_0658_pull_up_one_dribble_1215.mp4,DAL_1027_2,6:58,25,未中,Pull-up(one dribble),12:15,三分,54,44,1021,681,1176,951,"[[44, 1021, 681, 1176, 951], [44, 1021, 681, 1176, 951], [44, 1021, 681, 1176, 951], [44, 1021, 681, 1176, 951], [47, 1040, 650, 1171, 950], [47, 1040, 650, 1171, 950], [47, 1040, 650, 1171, 950], [47, 1040, 650, 1171, 950], [71, 1139, 673, 1322, 978], [71, 1139, 673, 1322, 978], [71, 1139, 673, 1322, 978], [72, 1149, 677, 1342, 984], [72, 1149, 677, 1342, 984], [73, 1185, 680, 1362, 991], [73, 1185, 680, 1362, 991], [73, 1185, 680, 1362, 991], [77, 1294, 681, 1446, 1010], [77, 1294, 681, 1446, 1010], [77, 1294, 681, 1446, 1010], [77, 1294, 681, 1446, 1010], [78, 1310, 680, 1457, 1020], [78, 1310, 680, 1457, 1020], [78, 1310, 680, 1457, 1020], [82, 1375, 707, 1509, 1048], [82, 1375, 707, 1509, 1048], [82, 1375, 707, 1509, 1048], [82, 1375, 707, 1509, 1048]]",
pull_up,OKC_DAL_1027_4_0904_pull_up_one_dribble_with_interefence_0544.mp4,DAL_1027_4,9:04,25,未中,"Pull-up(one dribble), with interefence",05:44,三分,56,46,520,616,663,904,"[[46, 520, 616, 663, 904], [46, 520, 616, 663, 904], [47, 519, 618, 677, 903], [47, 519, 618, 677, 903], [47, 519, 618, 677, 903], [49, 520, 608, 675, 902], [49, 520, 608, 675, 902], [49, 520, 608, 675, 902], [49, 520, 608, 675, 902], [66, 569, 530, 665, 901], [66, 569, 530, 665, 901], [67, 555, 555, 666, 906], [67, 555, 555, 666, 906], [67, 555, 555, 666, 906], [68, 551, 580, 663, 912], [68, 551, 580, 663, 912], [68, 551, 580, 663, 912], [68, 551, 580, 663, 912], [74, 485, 615, 631, 951], [74, 485, 615, 631, 951], [74, 485, 615, 631, 951], [74, 485, 615, 631, 951], [77, 450, 613, 611, 956], [77, 450, 613, 611, 956], [77, 450, 613, 611, 956], [77, 450, 613, 611, 956], [81, 395, 640, 554, 989], [81, 395, 640, 554, 989], [81, 395, 640, 554, 989], [82, 387, 652, 551, 998], [82, 387, 652, 551, 998], [82, 387, 652, 551, 998], [85, 332, 662, 525, 1023], [85, 332, 662, 525, 1023], [85, 332, 662, 525, 1023]]",
pull_up,OKC_DAL_1027_4_0404_pull_up_1959.mp4,DAL_1027_4,4:04,24,未中,Pull-up,19:59,三分,39,29,589,616,743,878,"[[29, 589, 616, 743, 878], [29, 589, 616, 743, 878], [30, 601, 620, 752, 871], [30, 601, 620, 752, 871], [30, 601, 620, 752, 871], [30, 601, 620, 752, 871], [34, 619, 564, 732, 884], [34, 619, 564, 732, 884], [34, 619, 564, 732, 884], [42, 649, 450, 761, 819], [42, 649, 450, 761, 819], [42, 649, 450, 761, 819], [43, 653, 452, 758, 819], [43, 653, 452, 758, 819], [43, 653, 452, 758, 819], [44, 654, 467, 777, 825], [44, 654, 467, 777, 825], [44, 654, 467, 777, 825], [44, 654, 467, 777, 825], [47, 661, 491, 795, 868], [47, 661, 491, 795, 868], [47, 661, 491, 795, 868], [50, 646, 588, 785, 910], [50, 646, 588, 785, 910], [50, 646, 588, 785, 910], [54, 613, 647, 762, 923], [54, 613, 647, 762, 923], [54, 613, 647, 762, 923], [54, 613, 647, 762, 923], [60, 510, 653, 636, 964], [60, 510, 653, 636, 964], [60, 510, 653, 636, 964], [63, 447, 665, 598, 999], [63, 447, 665, 598, 999], [63, 447, 665, 598, 999], [67, 373, 690, 499, 1027], [67, 373, 690, 499, 1027], [67, 373, 690, 499, 1027], [67, 373, 690, 499, 1027], [70, 288, 698, 476, 1054], [70, 288, 698, 476, 1054], [70, 288, 698, 476, 1054]]",
catch_and_shoot,OKC_DAL_1027_4_0338_catch_and_shoot_2206.mp4,DAL_1027_4,3:38,24,未中,Catch-and-shoot,22:06,三分,64,56,316,410,411,625,"[[56, 316, 410, 411, 625], [56, 316, 410, 411, 625], [59, 312, 366, 413, 626], [59, 312, 366, 413, 626], [59, 312, 366, 413, 626], [59, 312, 366, 413, 626], [62, 316, 308, 407, 610], [62, 316, 308, 407, 610], [62, 316, 308, 407, 610], [64, 316, 305, 420, 604], [64, 316, 305, 420, 604], [64, 316, 305, 420, 604], [65, 313, 310, 420, 603], [65, 313, 310, 420, 603], [65, 313, 310, 420, 603], [66, 310, 308, 424, 603], [66, 310, 308, 424, 603], [66, 310, 308, 424, 603], [66, 310, 308, 424, 603], [67, 307, 315, 421, 604], [67, 307, 315, 421, 604], [67, 307, 315, 421, 604], [68, 301, 314, 423, 610], [68, 301, 314, 423, 610], [68, 301, 314, 423, 610], [68, 301, 314, 423, 610], [69, 300, 317, 419, 624], [69, 300, 317, 419, 624], [69, 300, 317, 419, 624], [70, 302, 319, 413, 637], [70, 302, 319, 413, 637], [70, 302, 319, 413, 637], [70, 302, 319, 413, 637], [71, 299, 331, 405, 658], [71, 299, 331, 405, 658], [71, 299, 331, 405, 658], [71, 299, 331, 405, 658], [74, 287, 379, 380, 674], [74, 287, 379, 380, 674], [74, 287, 379, 380, 674], [77, 263, 382, 369, 685], [77, 263, 382, 369, 685], [77, 263, 382, 369, 685], [77, 263, 382, 369, 685], [77, 263, 382, 369, 685], [77, 263, 382, 369, 685], [79, 245, 398, 353, 695], [79, 245, 398, 353, 695], [79, 245, 398, 353, 695], [81, 231, 416, 338, 697], [81, 231, 416, 338, 697], [81, 231, 416, 338, 697], [84, 217, 425, 333, 703], [84, 217, 425, 333, 703], [86, 204, 425, 385, 711], [86, 204, 425, 385, 711], [87, 200, 433, 365, 713], [87, 200, 433, 365, 713], [87, 200, 433, 365, 713], [92, 124, 436, 280, 723], [92, 124, 436, 280, 723], [92, 124, 436, 280, 723], [92, 124, 436, 280, 723]]",
catch_and_shoot,OKC_PHI_1228_1_0207_catch_and_shoot_2140.mp4,PHI_1228_1,2:07,23,命中,Catch-and-shoot,21:40,C.Wallace助攻，三分,75,65,1263,288,1377,441,"[[65, 1263, 288, 1377, 441], [69, 1223, 256, 1323, 462], [69, 1223, 256, 1323, 462], [69, 1223, 256, 1323, 462], [69, 1223, 256, 1323, 462], [70, 1203, 237, 1282, 460], [70, 1203, 237, 1282, 460], [70, 1214, 237, 1315, 472], [70, 1214, 237, 1315, 472], [70, 1214, 237, 1315, 472], [71, 1198, 234, 1283, 434], [71, 1198, 234, 1283, 434], [72, 1184, 209, 1277, 432], [72, 1184, 209, 1277, 432], [72, 1184, 209, 1277, 432], [84, 1042, 270, 1126, 501], [84, 1042, 270, 1126, 501], [85, 1020, 275, 1095, 505], [85, 1020, 275, 1095, 505], [86, 1012, 285, 1091, 512], [86, 1012, 285, 1091, 512], [86, 1012, 285, 1091, 512], [87, 997, 297, 1087, 526], [87, 997, 297, 1087, 526], [87, 997, 297, 1087, 526], [90, 986, 304, 1070, 493], [90, 986, 304, 1070, 493], [91, 958, 318, 1054, 617], [91, 958, 318, 1054, 617], [92, 944, 330, 1041, 630], [92, 944, 330, 1041, 630], [93, 957, 304, 1035, 550], [93, 957, 304, 1035, 550], [93, 957, 304, 1035, 550], [93, 957, 304, 1035, 550], [94, 948, 308, 1027, 528], [94, 948, 308, 1027, 528], [94, 948, 308, 1027, 528], [95, 943, 310, 1019, 520], [95, 943, 310, 1019, 520], [95, 943, 310, 1019, 520]]",
catch_and_shoot,OKC_PHI_1228_2_0818_catch_and_shoot_1058.mp4,PHI_1228_2,8:18,25,未中,Catch-and-shoot,10:58,三分,67,59,189,482,298,707,"[[59, 189, 482, 298, 707], [59, 189, 482, 298, 707], [60, 193, 465, 303, 707], [60, 193, 465, 303, 707], [60, 193, 465, 303, 707], [65, 235, 375, 335, 695], [65, 235, 375, 335, 695], [65, 235, 375, 335, 695], [67, 242, 388, 347, 692], [67, 242, 388, 347, 692], [67, 242, 388, 347, 692], [69, 252, 381, 362, 700], [69, 252, 381, 362, 700], [69, 252, 381, 362, 700], [71, 267, 394, 370, 719], [71, 267, 394, 370, 719], [71, 267, 394, 370, 719], [78, 269, 491, 375, 786], [78, 269, 491, 375, 786], [78, 269, 491, 375, 786], [79, 263, 501, 376, 787], [79, 263, 501, 376, 787], [79, 263, 501, 376, 787], [83, 254, 488, 382, 803], [83, 254, 488, 382, 803], [83, 254, 488, 382, 803], [88, 237, 492, 354, 798], [88, 237, 492, 354, 798], [88, 237, 492, 354, 798], [88, 237, 492, 354, 798], [92, 208, 498, 343, 802], [92, 208, 498, 343, 802], [92, 208, 498, 343, 802], [95, 174, 548, 333, 803], [95, 174, 548, 333, 803], [95, 174, 548, 333, 803], [96, 161, 537, 327, 805], [96, 161, 537, 327, 805], [96, 161, 537, 327, 805], [98, 140, 532, 313, 806], [98, 140, 532, 313, 806]]",
catch_and_shoot,OKC_PHI_1228_2_0745_catch_and_shoot_1137.mp4,PHI_1228_2,7:45,23,命中,Catch-and-shoot,11:37,Wiggins助攻，三分,67,60,917,303,1010,499,"[[60, 917, 303, 1010, 499], [61, 910, 288, 1000, 501], [61, 910, 288, 1000, 501], [61, 910, 288, 1000, 501], [86, 742, 344, 829, 597], [86, 742, 344, 829, 597]]",
catch_and_shoot,OKC_PHI_1228_4_1102_catch_and_shoot_0147.mp4,PHI_1228_4,11:02,24,未中,Catch-and-shoot,01:47,三分,50,40,191,635,421,914,"[[40, 191, 635, 421, 914], [47, 319, 507, 460, 886], [47, 319, 507, 460, 886], [47, 319, 507, 460, 886], [50, 340, 473, 497, 877], [50, 340, 473, 497, 877], [50, 340, 473, 497, 877], [54, 375, 497, 495, 884], [54, 375, 497, 495, 884], [54, 375, 497, 495, 884], [58, 397, 545, 490, 944], [58, 397, 545, 490, 944], [61, 407, 633, 508, 955], [61, 407, 633, 508, 955], [62, 416, 625, 529, 961], [62, 416, 625, 529, 961], [63, 421, 614, 525, 958], [63, 421, 614, 525, 958], [64, 418, 619, 522, 968], [64, 418, 619, 522, 968], [64, 418, 619, 522, 968], [67, 426, 648, 527, 969], [67, 426, 648, 527, 969], [67, 426, 648, 527, 969], [70, 429, 657, 559, 978], [70, 429, 657, 559, 978], [70, 429, 657, 559, 978], [75, 444, 657, 535, 976], [75, 444, 657, 535, 976], [75, 444, 657, 535, 976], [75, 444, 657, 535, 976], [78, 446, 659, 540, 978], [78, 446, 659, 540, 978], [78, 446, 659, 540, 978], [80, 448, 656, 547, 979], [80, 448, 656, 547, 979], [80, 448, 656, 547, 979], [80, 448, 656, 547, 979], [80, 448, 656, 547, 979], [81, 454, 652, 550, 978], [81, 454, 652, 550, 978], [81, 454, 652, 550, 978], [81, 454, 652, 550, 978], [82, 457, 654, 552, 978], [82, 457, 654, 552, 978], [82, 457, 654, 552, 978], [82, 457, 654, 552, 978], [84, 450, 659, 559, 979], [84, 450, 659, 559, 979], [84, 450, 659, 559, 979], [84, 450, 659, 559, 979], [85, 448, 668, 562, 980], [85, 448, 668, 562, 980], [85, 448, 668, 562, 980], [85, 448, 668, 562, 980], [86, 449, 660, 566, 980], [86, 449, 660, 566, 980], [86, 449, 660, 566, 980], [86, 449, 660, 566, 980], [87, 451, 667, 570, 980], [87, 451, 667, 570, 980], [87, 451, 667, 570, 980], [88, 456, 665, 573, 979], [88, 456, 665, 573, 979], [88, 456, 665, 573, 979], [92, 476, 639, 595, 974], [92, 476, 639, 595, 974], [92, 476, 639, 595, 974], [93, 478, 631, 615, 975], [93, 478, 631, 615, 975], [93, 478, 631, 615, 975]]",
